date,ward,age_years,area_m2,station_walk_min,far,bcr,lat,lon,price_total_yen,price_yen_per_m2
2022-08-03,千葉市中央区,19,41.56556949675368,10,554,70,35.5916472260154,139.55282541027637,44194074,1063237.5433578892
2021-08-20,千葉市中央区,39,60.37376460067252,6,705,65,35.68339920940996,139.83371788849092,50719364,840089.4715688314
2023-08-06,港区,14,55.69929197122536,8,514,51,35.48800607990988,140.0695841803485,40406846,725446.3130496248
2023-03-16,さいたま市大宮区,29,61.58486582636952,10,721,76,35.849188746073004,139.96436873660002,43920745,713174.323117449
2022-07-08,船橋市,20,52.74794810885857,7,226,57,35.59820625369635,139.47560222012808,51023148,967301.095669181
2021-08-13,港区,23,58.33772471745552,9,221,46,35.92376801977342,139.97316139071046,59236240,1015401.959656401
2019-09-27,千葉市中央区,42,56.89742901886131,15,259,78,35.6761030811299,139.90046006255218,45034021,791494.8316042782
2020-06-22,渋谷区,32,64.3332086690191,16,533,76,35.803366427847905,139.5282050081707,61458612,955317.0636364758
2018-09-18,千葉市中央区,19,64.68409938333365,2,625,41,35.67360365572106,139.7145197574934,68830829,1064107.4028424178
2020-03-30,横浜市西区,20,35.56153606729876,8,329,76,35.676310740128734,139.92432836172435,38180221,1073638.1276597695
2023-07-22,千葉市中央区,32,28.03277733590973,17,293,77,35.60991648001336,139.84256502664022,35331840,1260376.0082929863
2020-07-21,港区,16,67.02094477181808,11,716,73,35.69429487152395,139.5636357421418,80786789,1205396.1530242465
